datetime,target_latitude,target_longitude,pixel_latitude,pixel_longitude,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Sea_Level_Barometric_Pressure_pascal,Surface_Level_Barometric_Pressure_pascal,Precipitation_millimeterPerDay,Snowfall_millimeterPerDay
2026-01-01 00:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.215810569900135,-19.898504638671852,65.21629865719216,50.062222222222225,171.5934548611111,102183.25,100864.875,0.11444091796875,0.11157989501953125
2026-01-01 01:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.501754403139208,-20.05010070800779,64.83800053430741,156.48,179.45486111111111,102173.5,100856.578125,0.125885009765625,0.12874603271484375
2026-01-01 02:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.608118572273135,-17.637533569335915,59.00867047161754,267.9288888888889,176.26380208333333,102154.4375,100839.890625,0.091552734375,0.10013580322265625
2026-01-01 03:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.584100772736334,-17.439779663085915,58.66314184394222,332.87111111111113,181.47472222222223,102124.1875,100814.4375,0.091552734375,0.10013580322265625
2026-01-01 04:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.154899807527547,-17.124761962890602,58.219189569021154,346.61333333333334,187.8007638888889,102113.6875,100808.15625,0.125885009765625,0.12874603271484375
2026-01-01 05:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.111994335081818,-15.917608642578102,57.79682861390649,294.29333333333335,187.74142361111112,102130.5,100828.765625,0.148773193359375,0.1544952392578125
2026-01-01 06:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,5.814602262958384,-15.623876953124977,58.22797609606334,209.22666666666666,204.42571180555555,102150.9375,100851.265625,0.20599365234375,0.21457672119140625
2026-01-01 07:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,5.721675603985245,-15.366247558593727,58.04330401174985,96.05333333333333,208.55583333333334,102185.75,100885.8984375,0.423431396484375,0.423431396484375
2026-01-01 08:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.0283780469065515,-16.038671874999977,63.42413263633308,10.666666666666666,212.33930555555557,102274.125,100971.3046875,0.57220458984375,0.583648681640625
2026-01-01 09:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.403342269388142,-16.209417724609352,64.07929574855198,0.0,203.91807291666666,102332.875,101027.3515625,0.57220458984375,0.5636215209960938
2026-01-01 10:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,5.954157261406483,-16.951391601562477,66.25656665210279,0.0,199.44637152777779,102365.0625,101057.296875,0.354766845703125,0.35190582275390625
2026-01-01 11:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.271038599073693,-17.151449584960915,66.32961394300602,0.0,188.16604166666667,102384.75,101075.546875,0.148773193359375,0.14591217041015625
2026-01-01 12:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.206494627342586,-17.380316162109352,66.50482117148574,0.0,178.01347222222222,102433.375,101121.796875,0.057220458984375,0.057220458984375
2026-01-01 13:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.201553350452011,-17.436682128906227,66.50630062100836,0.0,172.36008680555557,102410.4375,101097.7890625,0.02288818359375,0.0171661376953125
2026-01-01 14:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,6.105008113210104,-17.81285705566404,67.64530568243478,0.0,170.48621527777777,102423.9375,101109.734375,0.0,0.004291534423828125
2026-01-01 15:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,5.653774419445377,-18.538366699218727,68.86293684405886,0.0,168.77213541666666,102437.8125,101122.25,0.0,0.0
2026-01-01 16:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,5.381995584902301,-18.32170715332029,68.75507435214308,0.0,171.61086805555556,102432.0,101117.0625,0.0,0.0
2026-01-01 17:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,5.1932832399429625,-18.218817138671852,66.90479832462945,0.0,172.39057291666666,102437.3125,101121.3203125,0.0,0.0057220458984375
2026-01-01 18:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,4.967662448029393,-18.274618530273415,66.80410591315186,0.0,170.65675347222222,102461.5625,101145.796875,0.011444091796875,0.015735626220703125
2026-01-01 19:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,4.876512112158745,-18.132894897460915,66.71639422922546,0.0,173.60678819444445,102394.5625,101079.3984375,0.02288818359375,0.02288818359375
2026-01-01 20:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,4.485964952537548,-18.277471923828102,66.45130142885074,0.0,168.82399305555555,102375.6875,101060.9375,0.011444091796875,0.012874603271484375
2026-01-01 21:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,4.058820060174541,-18.030706787109352,66.26777931156596,0.0,168.40741319444444,102413.9375,101098.125,0.02288818359375,0.030040740966796875
2026-01-01 22:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,3.683692683343091,-17.594305419921852,64.72638945260776,0.0,174.2906076388889,102417.875,101102.0078125,0.0457763671875,0.034332275390625
2026-01-01 23:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,3.9562249163509278,-17.565924072265602,64.77580136032263,0.17777777777777778,171.92942708333334,102381.5625,101066.0625,0.02288818359375,0.00858306884765625
2026-01-02 00:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,3.850188746641696,-18.014440917968727,65.7552460711253,59.25333333333333,168.9248263888889,102424.4375,101108.9921875,0.0,0.001430511474609375
2026-01-02 01:00:00,45.35993235,132.3423532,45.24979472910192,132.2514288912933,3.621730778662215,-18.42888488769529,66.19531016254237,186.8088888888889,167.65364583333334,102393.5,101080.375,0.0,0.0
